concept_id,concept_name,concept_code,vocabulary_id,Feature
45537475,"Intentional self-harm by unspecified hot objects, sequela",X77.9XXS,ICD10CM,Depression
45756450,Intentional self-harm by sharp object,X78,ICD10,Depression
1575709,Intentional self-harm by sharp object,X78,ICD10CM,Depression
45556679,Intentional self-harm by sharp glass,X78.0,ICD10CM,Depression
45595339,"Intentional self-harm by sharp glass, initial encounter",X78.0XXA,ICD10CM,Depression
45561472,"Intentional self-harm by sharp glass, subsequent encounter",X78.0XXD,ICD10CM,Depression
45590549,"Intentional self-harm by sharp glass, sequela",X78.0XXS,ICD10CM,Depression
45585669,Intentional self-harm by knife,X78.1,ICD10CM,Depression
45547153,"Intentional self-harm by knife, initial encounter",X78.1XXA,ICD10CM,Depression
45537476,"Intentional self-harm by knife, subsequent encounter",X78.1XXD,ICD10CM,Depression
45600207,"Intentional self-harm by knife, sequela",X78.1XXS,ICD10CM,Depression
45561473,Intentional self-harm by sword or dagger,X78.2,ICD10CM,Depression
45585670,"Intentional self-harm by sword or dagger, initial encounter",X78.2XXA,ICD10CM,Depression
45571187,"Intentional self-harm by sword or dagger, subsequent encounter",X78.2XXD,ICD10CM,Depression
45571188,"Intentional self-harm by sword or dagger, sequela",X78.2XXS,ICD10CM,Depression
45537477,Intentional self-harm by other sharp object,X78.8,ICD10CM,Depression
45537478,"Intentional self-harm by other sharp object, initial encounter",X78.8XXA,ICD10CM,Depression
45551956,"Intentional self-harm by other sharp object, subsequent encounter",X78.8XXD,ICD10CM,Depression
45566270,"Intentional self-harm by other sharp object, sequela",X78.8XXS,ICD10CM,Depression
45590550,Intentional self-harm by unspecified sharp object,X78.9,ICD10CM,Depression
45585671,"Intentional self-harm by unspecified sharp object, initial encounter",X78.9XXA,ICD10CM,Depression
45571189,"Intentional self-harm by unspecified sharp object, subsequent encounter",X78.9XXD,ICD10CM,Depression
45595340,"Intentional self-harm by unspecified sharp object, sequela",X78.9XXS,ICD10CM,Depression
45756451,Intentional self-harm by blunt object,X79,ICD10,Depression
21308,Intentional self-harm by blunt object,X79,ICD10CM,Depression
45575999,"Intentional self-harm by blunt object, initial encounter",X79.XXXA,ICD10CM,Depression
45604958,"Intentional self-harm by blunt object, subsequent encounter",X79.XXXD,ICD10CM,Depression
45580871,"Intentional self-harm by blunt object, sequela",X79.XXXS,ICD10CM,Depression
21309,Intentional self-harm by jumping from a high place,X80,ICD10CM,Depression
45590551,Intentional self-harm by jumping from a high place,X80,ICD10,Depression
45551957,"Intentional self-harm by jumping from a high place, initial encounter",X80.XXXA,ICD10CM,Depression
45576000,"Intentional self-harm by jumping from a high place, subsequent encounter",X80.XXXD,ICD10CM,Depression
45590552,"Intentional self-harm by jumping from a high place, sequela",X80.XXXS,ICD10CM,Depression
45547154,Intentional self-harm by jumping or lying before moving object,X81,ICD10,Depression
1575710,Intentional self-harm by jumping or lying in front of moving object,X81,ICD10CM,Depression
21310,Intentional self-harm by jumping or lying in front of motor vehicle,X81.0,ICD10CM,Depression
45576001,"Intentional self-harm by jumping or lying in front of motor vehicle, initial encounter",X81.0XXA,ICD10CM,Depression
45537479,"Intentional self-harm by jumping or lying in front of motor vehicle, subsequent encounter",X81.0XXD,ICD10CM,Depression
45571190,"Intentional self-harm by jumping or lying in front of motor vehicle, sequela",X81.0XXS,ICD10CM,Depression
21311,Intentional self-harm by jumping or lying in front of (subway) train,X81.1,ICD10CM,Depression
45576002,"Intentional self-harm by jumping or lying in front of (subway) train, initial encounter",X81.1XXA,ICD10CM,Depression
45571191,"Intentional self-harm by jumping or lying in front of (subway) train, subsequent encounter",X81.1XXD,ICD10CM,Depression
45590553,"Intentional self-harm by jumping or lying in front of (subway) train, sequela",X81.1XXS,ICD10CM,Depression
45556680,Intentional self-harm by jumping or lying in front of other moving object,X81.8,ICD10CM,Depression
45537480,"Intentional self-harm by jumping or lying in front of other moving object, initial encounter",X81.8XXA,ICD10CM,Depression
45576003,"Intentional self-harm by jumping or lying in front of other moving object, subsequent encounter",X81.8XXD,ICD10CM,Depression
45580872,"Intentional self-harm by jumping or lying in front of other moving object, sequela",X81.8XXS,ICD10CM,Depression
45756452,Intentional self-harm by crashing of motor vehicle,X82,ICD10,Depression
1575711,Intentional self-harm by crashing of motor vehicle,X82,ICD10CM,Depression
45609790,Intentional collision of motor vehicle with other motor vehicle,X82.0,ICD10CM,Depression
45561474,"Intentional collision of motor vehicle with other motor vehicle, initial encounter",X82.0XXA,ICD10CM,Depression
45576004,"Intentional collision of motor vehicle with other motor vehicle, subsequent encounter",X82.0XXD,ICD10CM,Depression
45566271,"Intentional collision of motor vehicle with other motor vehicle, sequela",X82.0XXS,ICD10CM,Depression
21312,Intentional collision of motor vehicle with train,X82.1,ICD10CM,Depression
45547155,"Intentional collision of motor vehicle with train, initial encounter",X82.1XXA,ICD10CM,Depression
45551958,"Intentional collision of motor vehicle with train, subsequent encounter",X82.1XXD,ICD10CM,Depression
45580873,"Intentional collision of motor vehicle with train, sequela",X82.1XXS,ICD10CM,Depression
21313,Intentional collision of motor vehicle with tree,X82.2,ICD10CM,Depression
45571192,"Intentional collision of motor vehicle with tree, initial encounter",X82.2XXA,ICD10CM,Depression
45590554,"Intentional collision of motor vehicle with tree, subsequent encounter",X82.2XXD,ICD10CM,Depression
45604959,"Intentional collision of motor vehicle with tree, sequela",X82.2XXS,ICD10CM,Depression
45595341,Other intentional self-harm by crashing of motor vehicle,X82.8,ICD10CM,Depression
45566272,"Other intentional self-harm by crashing of motor vehicle, initial encounter",X82.8XXA,ICD10CM,Depression
45609791,"Other intentional self-harm by crashing of motor vehicle, subsequent encounter",X82.8XXD,ICD10CM,Depression
45571193,"Other intentional self-harm by crashing of motor vehicle, sequela",X82.8XXS,ICD10CM,Depression
1575712,Intentional self-harm by other specified means,X83,ICD10CM,Depression
45590555,Intentional self-harm by other specified means,X83,ICD10,Depression
45566273,Intentional self-harm by crashing of aircraft,X83.0,ICD10CM,Depression
45561475,"Intentional self-harm by crashing of aircraft, initial encounter",X83.0XXA,ICD10CM,Depression
45537481,"Intentional self-harm by crashing of aircraft, subsequent encounter",X83.0XXD,ICD10CM,Depression
45551959,"Intentional self-harm by crashing of aircraft, sequela",X83.0XXS,ICD10CM,Depression
45604960,Intentional self-harm by electrocution,X83.1,ICD10CM,Depression
45566274,"Intentional self-harm by electrocution, initial encounter",X83.1XXA,ICD10CM,Depression
45547156,"Intentional self-harm by electrocution, subsequent encounter",X83.1XXD,ICD10CM,Depression
45576005,"Intentional self-harm by electrocution, sequela",X83.1XXS,ICD10CM,Depression
45551960,Intentional self-harm by exposure to extremes of cold,X83.2,ICD10CM,Depression
45604961,"Intentional self-harm by exposure to extremes of cold, initial encounter",X83.2XXA,ICD10CM,Depression
45566275,"Intentional self-harm by exposure to extremes of cold, subsequent encounter",X83.2XXD,ICD10CM,Depression
45566276,"Intentional self-harm by exposure to extremes of cold, sequela",X83.2XXS,ICD10CM,Depression
45595342,Intentional self-harm by other specified means,X83.8,ICD10CM,Depression
45542265,"Intentional self-harm by other specified means, initial encounter",X83.8XXA,ICD10CM,Depression
45609792,"Intentional self-harm by other specified means, subsequent encounter",X83.8XXD,ICD10CM,Depression
45585672,"Intentional self-harm by other specified means, sequela",X83.8XXS,ICD10CM,Depression
45585673,Intentional self-harm by unspecified means,X84,ICD10,Depression
45591143,Vomiting associated with other psychological disturbances,F50.5,ICD10,DigestiveIssues
45581492,Cyclical vomiting,G43.A,ICD10CM,DigestiveIssues
45538112,"Cyclical vomiting, in migraine, not intractable",G43.A0,ICD10CM,DigestiveIssues
45591179,"Cyclical vomiting, not intractable, with status migrainosus",G43.A01,ICD10CM,DigestiveIssues
45533139,"Cyclical vomiting, not intractable, without status migrainosus",G43.A09,ICD10CM,DigestiveIssues
45605547,"Cyclical vomiting, in migraine, intractable",G43.A1,ICD10CM,DigestiveIssues
45562089,"Cyclical vomiting, intractable, with status migrainosus",G43.A11,ICD10CM,DigestiveIssues
45581493,"Cyclical vomiting, intractable, without status migrainosus",G43.A19,ICD10CM,DigestiveIssues
35208286,Irritable bowel syndrome with diarrhea,K58.0,ICD10CM,DigestiveIssues
45596336,Irritable bowel syndrome with diarrhoea,K58.0,ICD10,DigestiveIssues
37200646,Irritable bowel syndrome with constipation,K58.1,ICD10CM,DigestiveIssues
710660,Irritable bowel syndrome with predominant diarrhoea [IBS-D],K58.1,ICD10,DigestiveIssues
710661,Irritable bowel syndrome with predominant constipation [IBS-C],K58.2,ICD10,DigestiveIssues
45557663,Constipation,K59.0,ICD10,DigestiveIssues
1569650,Constipation,K59.0,ICD10CM,DigestiveIssues
45601182,"Constipation, unspecified",K59.00,ICD10CM,DigestiveIssues
45557664,Slow transit constipation,K59.01,ICD10CM,DigestiveIssues
45572219,Outlet dysfunction constipation,K59.02,ICD10CM,DigestiveIssues
37200649,Drug induced constipation,K59.03,ICD10CM,DigestiveIssues
37200650,Chronic idiopathic constipation,K59.04,ICD10CM,DigestiveIssues
45552941,Other constipation,K59.09,ICD10CM,DigestiveIssues
35208412,Hematemesis,K92.0,ICD10CM,DigestiveIssues
45605964,Haematemesis,K92.0,ICD10,DigestiveIssues
1572203,Nausea and vomiting,R11,ICD10CM,DigestiveIssues
45539317,Nausea and vomiting,R11,ICD10,DigestiveIssues
45534429,Nausea,R11.0,ICD10CM,DigestiveIssues
45534430,Vomiting,R11.1,ICD10CM,DigestiveIssues
45602008,"Vomiting, unspecified",R11.10,ICD10CM,DigestiveIssues
45573011,Vomiting without nausea,R11.11,ICD10CM,DigestiveIssues
45558456,Projectile vomiting,R11.12,ICD10CM,DigestiveIssues
45573012,Vomiting of fecal matter,R11.13,ICD10CM,DigestiveIssues
45568115,Bilious vomiting,R11.14,ICD10CM,DigestiveIssues
1553844,Cyclical vomiting syndrome unrelated to migraine,R11.15,ICD10CM,DigestiveIssues
45606796,"Nausea with vomiting, unspecified",R11.2,ICD10CM,DigestiveIssues
45534435,"Diarrhea, unspecified",R19.7,ICD10CM,DigestiveIssues
35205695,Epidemic vertigo,A88.1,ICD10CM,Dizziness
45576250,Epidemic vertigo,A88.1,ICD10,Dizziness
1569052,Disorders of vestibular function,H81,ICD10CM,Dizziness
45543139,Disorders of vestibular function,H81,ICD10,Dizziness
45567143,Ménière disease,H81.0,ICD10,Dizziness
1569054,Benign paroxysmal vertigo,H81.1,ICD10CM,Dizziness
45572061,Benign paroxysmal vertigo,H81.1,ICD10,Dizziness
45576843,"Benign paroxysmal vertigo, unspecified ear",H81.10,ICD10CM,Dizziness
45547987,"Benign paroxysmal vertigo, right ear",H81.11,ICD10CM,Dizziness
45572062,"Benign paroxysmal vertigo, left ear",H81.12,ICD10CM,Dizziness
45533418,"Benign paroxysmal vertigo, bilateral",H81.13,ICD10CM,Dizziness
45562323,Vestibular neuronitis,H81.2,ICD10,Dizziness
1569055,Vestibular neuronitis,H81.2,ICD10CM,Dizziness
45586551,"Vestibular neuronitis, unspecified ear",H81.20,ICD10CM,Dizziness
45596175,"Vestibular neuronitis, right ear",H81.21,ICD10CM,Dizziness
45572063,"Vestibular neuronitis, left ear",H81.22,ICD10CM,Dizziness
45576844,"Vestibular neuronitis, bilateral",H81.23,ICD10CM,Dizziness
1569056,Other peripheral vertigo,H81.3,ICD10CM,Dizziness
45543140,Other peripheral vertigo,H81.3,ICD10,Dizziness
45533419,Aural vertigo,H81.31,ICD10CM,Dizziness
45538352,"Aural vertigo, right ear",H81.311,ICD10CM,Dizziness
45576845,"Aural vertigo, left ear",H81.312,ICD10CM,Dizziness
45567144,"Aural vertigo, bilateral",H81.313,ICD10CM,Dizziness
45605758,"Aural vertigo, unspecified ear",H81.319,ICD10CM,Dizziness
1569057,Other peripheral vertigo,H81.39,ICD10CM,Dizziness
45538353,"Other peripheral vertigo, right ear",H81.391,ICD10CM,Dizziness
45605759,"Other peripheral vertigo, left ear",H81.392,ICD10CM,Dizziness
45601008,"Other peripheral vertigo, bilateral",H81.393,ICD10CM,Dizziness
45591436,"Other peripheral vertigo, unspecified ear",H81.399,ICD10CM,Dizziness
1569058,Vertigo of central origin,H81.4,ICD10CM,Dizziness
45538354,Vertigo of central origin,H81.4,ICD10,Dizziness
45538355,"Vertigo of central origin, right ear",H81.41,ICD10CM,Dizziness
45547988,"Vertigo of central origin, left ear",H81.42,ICD10CM,Dizziness
45533420,"Vertigo of central origin, bilateral",H81.43,ICD10CM,Dizziness
45605760,"Vertigo of central origin, unspecified ear",H81.49,ICD10CM,Dizziness
1569059,Other disorders of vestibular function,H81.8,ICD10CM,Dizziness
45552757,Other disorders of vestibular function,H81.8,ICD10,Dizziness
1569060,Other disorders of vestibular function,H81.8X,ICD10CM,Dizziness
45605761,"Other disorders of vestibular function, right ear",H81.8X1,ICD10CM,Dizziness
45591437,"Other disorders of vestibular function, left ear",H81.8X2,ICD10CM,Dizziness
45601009,"Other disorders of vestibular function, bilateral",H81.8X3,ICD10CM,Dizziness
45586552,"Other disorders of vestibular function, unspecified ear",H81.8X9,ICD10CM,Dizziness
45567145,"Disorder of vestibular function, unspecified",H81.9,ICD10,Dizziness
1569061,Unspecified disorder of vestibular function,H81.9,ICD10CM,Dizziness
45557524,"Unspecified disorder of vestibular function, unspecified ear",H81.90,ICD10CM,Dizziness
45605762,"Unspecified disorder of vestibular function, right ear",H81.91,ICD10CM,Dizziness
45543141,"Unspecified disorder of vestibular function, left ear",H81.92,ICD10CM,Dizziness
45586553,"Unspecified disorder of vestibular function, bilateral",H81.93,ICD10CM,Dizziness
45572064,Vertiginous syndromes in diseases classified elsewhere,H82,ICD10,Dizziness
1569062,Vertiginous syndromes in diseases classified elsewhere,H82,ICD10CM,Dizziness
45543142,"Vertiginous syndromes in diseases classified elsewhere, right ear",H82.1,ICD10CM,Dizziness
45601010,"Vertiginous syndromes in diseases classified elsewhere, left ear",H82.2,ICD10CM,Dizziness
45543143,"Vertiginous syndromes in diseases classified elsewhere, bilateral",H82.3,ICD10CM,Dizziness
45591438,"Vertiginous syndromes in diseases classified elsewhere, unspecified ear",H82.9,ICD10CM,Dizziness
45568132,Dizziness and giddiness,R42,ICD10,Dizziness
35211350,Dizziness and giddiness,R42,ICD10CM,Dizziness
19234,Vertigo from infrasound,T75.23,ICD10CM,Dizziness
45590031,"Vertigo from infrasound, initial encounter",T75.23XA,ICD10CM,Dizziness
45599715,"Vertigo from infrasound, subsequent encounter",T75.23XD,ICD10CM,Dizziness
45580369,"Vertigo from infrasound, sequela",T75.23XS,ICD10CM,Dizziness
1569803,Focal hyperhidrosis,L74.5,ICD10CM,ExcessiveSweating
45548205,Primary focal hyperhidrosis,L74.51,ICD10CM,ExcessiveSweating
45533650,"Primary focal hyperhidrosis, axilla",L74.510,ICD10CM,ExcessiveSweating
45581961,"Primary focal hyperhidrosis, face",L74.511,ICD10CM,ExcessiveSweating
45567367,"Primary focal hyperhidrosis, palms",L74.512,ICD10CM,ExcessiveSweating
45557712,"Primary focal hyperhidrosis, soles",L74.513,ICD10CM,ExcessiveSweating
45572280,"Primary focal hyperhidrosis, unspecified",L74.519,ICD10CM,ExcessiveSweating
45605992,Secondary focal hyperhidrosis,L74.52,ICD10CM,ExcessiveSweating
35211403,Generalized hyperhidrosis,R61,ICD10CM,ExcessiveSweating
45553742,Hyperhidrosis,R61,ICD10,ExcessiveSweating
45587522,Localized hyperhidrosis,R61.0,ICD10,ExcessiveSweating
45597194,Generalized hyperhidrosis,R61.1,ICD10,ExcessiveSweating
45582720,"Hyperhidrosis, unspecified",R61.9,ICD10,ExcessiveSweating
45563320,Polydipsia,R63.1,ICD10,ExcessiveThirst
35211406,Polydipsia,R63.1,ICD10CM,ExcessiveThirst
45595967,Postviral fatigue syndrome,G93.3,ICD10,Fatigue
35207505,Postviral and related fatigue syndromes,G93.3,ICD10CM,Fatigue
37402486,Postviral fatigue syndrome,G93.31,ICD10CM,Fatigue
37402487,Myalgic encephalomyelitis/chronic fatigue syndrome,G93.32,ICD10CM,Fatigue
37402488,Other post infection and related fatigue syndromes,G93.39,ICD10CM,Fatigue
45587018,Muscle weakness (generalized),M62.81,ICD10CM,Fatigue
45553741,Malaise and fatigue,R53,ICD10,Fatigue
1572255,Malaise and fatigue,R53,ICD10CM,Fatigue
45602032,Weakness,R53.1,ICD10CM,Fatigue
1572256,Other malaise and fatigue,R53.8,ICD10CM,Fatigue
45582718,Other malaise,R53.81,ICD10CM,Fatigue
45573032,"Chronic fatigue, unspecified",R53.82,ICD10CM,Fatigue
45534458,Other fatigue,R53.83,ICD10CM,Fatigue
45556915,Relapsing fevers,A68,ICD10,Fever
1567325,Relapsing fevers,A68,ICD10CM,Fever
35205632,"Relapsing fever, unspecified",A68.9,ICD10CM,Fever
45537741,"Relapsing fever, unspecified",A68.9,ICD10,Fever
45568138,Fever of other and unknown origin,R50,ICD10,Fever
1572254,Fever of other and unknown origin,R50,ICD10CM,Fever
45582715,Fever with chills,R50.0,ICD10,Fever
45592423,Persistent fever,R50.1,ICD10,Fever
35211385,Drug induced fever,R50.2,ICD10CM,Fever
45577798,Drug-induced fever,R50.2,ICD10,Fever
45548973,Other specified fever,R50.8,ICD10,Fever
35211386,Other specified fever,R50.8,ICD10CM,Fever
45606818,Fever presenting with conditions classified elsewhere,R50.81,ICD10CM,Fever
45597189,Postprocedural fever,R50.82,ICD10CM,Fever
45592424,Postvaccination fever,R50.83,ICD10CM,Fever
45582716,"Fever, unspecified",R50.9,ICD10,Fever
35211387,"Fever, unspecified",R50.9,ICD10CM,Fever
1569792,Alopecia areata,L63,ICD10CM,HairLoss
45533646,Alopecia areata,L63,ICD10,HairLoss
35208591,Alopecia (capitis) totalis,L63.0,ICD10CM,HairLoss
45543376,Alopecia (capitis) totalis,L63.0,ICD10,HairLoss
35208592,Alopecia universalis,L63.1,ICD10CM,HairLoss
45548201,Alopecia universalis,L63.1,ICD10,HairLoss
45577048,Ophiasis,L63.2,ICD10,HairLoss
35208593,Ophiasis,L63.2,ICD10CM,HairLoss
45557708,Other alopecia areata,L63.8,ICD10,HairLoss
35208594,Other alopecia areata,L63.8,ICD10CM,HairLoss
35208595,"Alopecia areata, unspecified",L63.9,ICD10CM,HairLoss
45596382,"Alopecia areata, unspecified",L63.9,ICD10,HairLoss
45596383,Androgenic alopecia,L64,ICD10,HairLoss
1569793,Androgenic alopecia,L64,ICD10CM,HairLoss
45601227,Drug-induced androgenic alopecia,L64.0,ICD10,HairLoss
35208596,Drug-induced androgenic alopecia,L64.0,ICD10CM,HairLoss
35208597,Other androgenic alopecia,L64.8,ICD10CM,HairLoss
45581954,Other androgenic alopecia,L64.8,ICD10,HairLoss
45567364,"Androgenic alopecia, unspecified",L64.9,ICD10,HairLoss
35208598,"Androgenic alopecia, unspecified",L64.9,ICD10CM,HairLoss
1569794,Other nonscarring hair loss,L65,ICD10CM,HairLoss
45572277,Other nonscarring hair loss,L65,ICD10,HairLoss
45586775,Telogen effluvium,L65.0,ICD10,HairLoss
35208599,Telogen effluvium,L65.0,ICD10CM,HairLoss
35208600,Anagen effluvium,L65.1,ICD10CM,HairLoss
45533647,Anagen effluvium,L65.1,ICD10,HairLoss
35208601,Alopecia mucinosa,L65.2,ICD10CM,HairLoss
45562543,Alopecia mucinosa,L65.2,ICD10,HairLoss
45557709,Other specified nonscarring hair loss,L65.8,ICD10,HairLoss
35208602,Other specified nonscarring hair loss,L65.8,ICD10CM,HairLoss
35208603,"Nonscarring hair loss, unspecified",L65.9,ICD10CM,HairLoss
45605989,"Nonscarring hair loss, unspecified",L65.9,ICD10,HairLoss
1569795,Cicatricial alopecia [scarring hair loss],L66,ICD10CM,HairLoss
45601228,Cicatricial alopecia [scarring hair loss],L66,ICD10,HairLoss
35208604,Pseudopelade,L66.0,ICD10CM,HairLoss
45581955,Pseudopelade,L66.0,ICD10,HairLoss
45538579,Lichen planopilaris,L66.1,ICD10,HairLoss
35208605,Lichen planopilaris,L66.1,ICD10CM,HairLoss
45533648,Folliculitis decalvans,L66.2,ICD10,HairLoss
35208606,Folliculitis decalvans,L66.2,ICD10CM,HairLoss
35208607,Perifolliculitis capitis abscedens,L66.3,ICD10CM,HairLoss
45538580,Perifolliculitis capitis abscedens,L66.3,ICD10,HairLoss
45548202,Folliculitis ulerythematosa reticulata,L66.4,ICD10,HairLoss
35208608,Folliculitis ulerythematosa reticulata,L66.4,ICD10CM,HairLoss
45538581,Other cicatricial alopecia,L66.8,ICD10,HairLoss
35208609,Other cicatricial alopecia,L66.8,ICD10CM,HairLoss
45581956,"Cicatricial alopecia, unspecified",L66.9,ICD10,HairLoss
35208610,"Cicatricial alopecia, unspecified",L66.9,ICD10CM,HairLoss
1568330,Migraine,G43,ICD10CM,Headache
45566873,Migraine,G43,ICD10,Headache
45600784,Migraine without aura [common migraine],G43.0,ICD10,Headache
1568331,Migraine without aura,G43.0,ICD10CM,Headache
35207378,"Migraine without aura, not intractable",G43.00,ICD10CM,Headache
45566874,"Migraine without aura, not intractable, with status migrainosus",G43.001,ICD10CM,Headache
45533136,"Migraine without aura, not intractable, without status migrainosus",G43.009,ICD10CM,Headache
35207379,"Migraine without aura, intractable",G43.01,ICD10CM,Headache
45538108,"Migraine without aura, intractable, with status migrainosus",G43.011,ICD10CM,Headache
45557236,"Migraine without aura, intractable, without status migrainosus",G43.019,ICD10CM,Headache
1568332,Migraine with aura,G43.1,ICD10CM,Headache
45562086,Migraine with aura [classical migraine],G43.1,ICD10,Headache
35207380,"Migraine with aura, not intractable",G43.10,ICD10CM,Headache
45605543,"Migraine with aura, not intractable, with status migrainosus",G43.101,ICD10CM,Headache
45562087,"Migraine with aura, not intractable, without status migrainosus",G43.109,ICD10CM,Headache
35207381,"Migraine with aura, intractable",G43.11,ICD10CM,Headache
45566875,"Migraine with aura, intractable, with status migrainosus",G43.111,ICD10CM,Headache
45552527,"Migraine with aura, intractable, without status migrainosus",G43.119,ICD10CM,Headache
35207382,Status migrainosus,G43.2,ICD10CM,Headache
45605544,Status migrainosus,G43.2,ICD10,Headache
45576576,Complicated migraine,G43.3,ICD10,Headache
45562088,Hemiplegic migraine,G43.4,ICD10CM,Headache
35207383,"Hemiplegic migraine, not intractable",G43.40,ICD10CM,Headache
45547732,"Hemiplegic migraine, not intractable, with status migrainosus",G43.401,ICD10CM,Headache
45538109,"Hemiplegic migraine, not intractable, without status migrainosus",G43.409,ICD10CM,Headache
35207384,"Hemiplegic migraine, intractable",G43.41,ICD10CM,Headache
45586289,"Hemiplegic migraine, intractable, with status migrainosus",G43.411,ICD10CM,Headache
45538110,"Hemiplegic migraine, intractable, without status migrainosus",G43.419,ICD10CM,Headache
1568333,Persistent migraine aura without cerebral infarction,G43.5,ICD10CM,Headache
35207385,"Persistent migraine aura without cerebral infarction, not intractable",G43.50,ICD10CM,Headache
45586290,"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",G43.501,ICD10CM,Headache
45533137,"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus",G43.509,ICD10CM,Headache
35207386,"Persistent migraine aura without cerebral infarction, intractable",G43.51,ICD10CM,Headache
45595940,"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",G43.511,ICD10CM,Headache
45586291,"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",G43.519,ICD10CM,Headache
1568334,Persistent migraine aura with cerebral infarction,G43.6,ICD10CM,Headache
1568335,"Persistent migraine aura with cerebral infarction, not intractable",G43.60,ICD10CM,Headache
45547733,"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus",G43.601,ICD10CM,Headache
45605545,"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus",G43.609,ICD10CM,Headache
1568336,"Persistent migraine aura with cerebral infarction, intractable",G43.61,ICD10CM,Headache
45605546,"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus",G43.611,ICD10CM,Headache
45547734,"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus",G43.619,ICD10CM,Headache
1568337,Chronic migraine without aura,G43.7,ICD10CM,Headache
35207387,"Chronic migraine without aura, not intractable",G43.70,ICD10CM,Headache
45533138,"Chronic migraine without aura, not intractable, with status migrainosus",G43.701,ICD10CM,Headache
45591178,"Chronic migraine without aura, not intractable, without status migrainosus",G43.709,ICD10CM,Headache
35207388,"Chronic migraine without aura, intractable",G43.71,ICD10CM,Headache
45581491,"Chronic migraine without aura, intractable, with status migrainosus",G43.711,ICD10CM,Headache
45600785,"Chronic migraine without aura, intractable, without status migrainosus",G43.719,ICD10CM,Headache
1568339,Other migraine,G43.8,ICD10CM,Headache
45595941,Other migraine,G43.8,ICD10,Headache
1568340,"Other migraine, not intractable",G43.80,ICD10CM,Headache
45552528,"Other migraine, not intractable, with status migrainosus",G43.801,ICD10CM,Headache
45586292,"Other migraine, not intractable, without status migrainosus",G43.809,ICD10CM,Headache
1568341,"Other migraine, intractable",G43.81,ICD10CM,Headache
45557237,"Other migraine, intractable, with status migrainosus",G43.811,ICD10CM,Headache
45538111,"Other migraine, intractable, without status migrainosus",G43.819,ICD10CM,Headache
1568342,"Menstrual migraine, not intractable",G43.82,ICD10CM,Headache
45571802,"Menstrual migraine, not intractable, with status migrainosus",G43.821,ICD10CM,Headache
45571803,"Menstrual migraine, not intractable, without status migrainosus",G43.829,ICD10CM,Headache
1568343,"Menstrual migraine, intractable",G43.83,ICD10CM,Headache
45571804,"Menstrual migraine, intractable, with status migrainosus",G43.831,ICD10CM,Headache
45595942,"Menstrual migraine, intractable, without status migrainosus",G43.839,ICD10CM,Headache
35207389,"Other migraine, intractable",G43.891,ICD10CM,Headache
35207390,"Other migraine, not intractable",G43.899,ICD10CM,Headache
1568344,"Migraine, unspecified",G43.9,ICD10CM,Headache
45595943,"Migraine, unspecified",G43.9,ICD10,Headache
35207391,"Migraine, unspecified, not intractable",G43.90,ICD10CM,Headache
45542887,"Migraine, unspecified, not intractable, with status migrainosus",G43.901,ICD10CM,Headache
45600786,"Migraine, unspecified, not intractable, without status migrainosus",G43.909,ICD10CM,Headache
35207392,"Migraine, unspecified, intractable",G43.91,ICD10CM,Headache
45557238,"Migraine, unspecified, intractable, with status migrainosus",G43.911,ICD10CM,Headache
45571805,"Migraine, unspecified, intractable, without status migrainosus",G43.919,ICD10CM,Headache
45581492,Cyclical vomiting,G43.A,ICD10CM,Headache
45538112,"Cyclical vomiting, in migraine, not intractable",G43.A0,ICD10CM,Headache
45591179,"Cyclical vomiting, not intractable, with status migrainosus",G43.A01,ICD10CM,Headache
45533139,"Cyclical vomiting, not intractable, without status migrainosus",G43.A09,ICD10CM,Headache
45605547,"Cyclical vomiting, in migraine, intractable",G43.A1,ICD10CM,Headache
45562089,"Cyclical vomiting, intractable, with status migrainosus",G43.A11,ICD10CM,Headache
45581493,"Cyclical vomiting, intractable, without status migrainosus",G43.A19,ICD10CM,Headache
45566876,Ophthalmoplegic migraine,G43.B,ICD10CM,Headache
45547735,"Ophthalmoplegic migraine, not intractable",G43.B0,ICD10CM,Headache
45552529,"Ophthalmoplegic migraine, not intractable, with status migrainosus",G43.B01,ICD10CM,Headache
45538113,"Ophthalmoplegic migraine, not intractable, without status migrainosus",G43.B09,ICD10CM,Headache
45538114,"Ophthalmoplegic migraine, intractable",G43.B1,ICD10CM,Headache
45566877,"Ophthalmoplegic migraine, intractable, with status migrainosus",G43.B11,ICD10CM,Headache
45591180,"Ophthalmoplegic migraine, intractable, without status migrainosus",G43.B19,ICD10CM,Headache
1568338,Periodic headache syndromes in child or adult,G43.C,ICD10CM,Headache
45591181,"Periodic headache syndromes in child or adult, not intractable",G43.C0,ICD10CM,Headache
45581494,"Periodic headache syndromes in child or adult, not intractable, with status migrainosus",G43.C01,ICD10CM,Headache
45571806,"Periodic headache syndromes in child or adult, not intractable, without status migrainosus",G43.C09,ICD10CM,Headache
